disease_id,disease_name,disease_name_hi,disease_name_gu,category,category_icon,priority,icd_code,communicable,outbreak_prone,specialist,urgency,symptoms,medicines,tests,diet
MAT005,Postpartum Hemorrhage (PPH),प्रसवोत्तर रक्तस्राव (Postpartum Hemorrhage),પ્રસૂતિ પછી વધુ પડતો રક્તસ્રાવ (PPH),Maternal Health,,Very High,O72.1,False,False,Obstetrician & Emergency Delivery Team,Critical / Emergency Immediate Obstetric Resuscitation,"['Excessive vaginal bleeding (> 500ml after vaginal delivery or > 1000ml after C-section)', 'Continuous soaking of pads', 'Rapid drop in blood pressure and rapid weak pulse (Hypovolemic shock)', 'Dizziness, cold clammy skin, confusion and loss of consciousness']","['Oxytocin 10 IU IM/IV infusion', 'Misoprostol 800mcg per rectum', 'Carboprost / Methylergometrine', 'Tranexamic Acid (TXA) 1g IV within 3 hours', 'Emergency Blood Transfusion']","['Bedside Blood Clotting Test', 'Cross-matching and grouping (PRBC, FFP, Platelets)', 'Uterine Tone Assessment']",Active management of third stage of labor (AMTSL) is standard lifesaving protocol.
PED001,Neonatal Sepsis & Severe Infection,नवजात सेप्सिस / नवजात शिशु संक्रमण (Neonatal Sepsis),નવજાત શિશુમાં સેપ્સિસ (Neonatal Sepsis),Child & Neonatal Health,,Very High,P36.9,True,False,Neonatologist / Pediatrician (SNCU/NICU),Critical / Emergency Immediate NICU Admission,"['Poor sucking or inability to feed', 'Lethargy, drowsiness or floppiness', 'Hypothermia (< 36.5°C) or high fever', 'Fast breathing (> 60 breaths/min) and chest in-drawing', 'Cyanosis or prolonged capillary refill time (> 3s)']","['IV Ampicillin + Gentamicin (First line)', 'IV Cefotaxime / Amikacin (Second line)', 'Oxygen therapy & thermoregulation (Radiant warmer)']","['Blood Culture (Gold standard)', 'Complete Blood Count with Band cells (I:T Ratio)', 'Serum CRP / Micro-ESR', 'Lumbar Puncture (to rule out meningitis)']",Expressed breast milk (EBM) via paladai or orogastric tube when clinically stable; exclusive breastfeeding.
PED005,Childhood Pneumonia & Acute Respiratory Distress,बच्चों में निमोनिया (Childhood Pneumonia),બાળકોમાં ન્યુમોનિયા (Childhood Pneumonia),Child & Neonatal Health,,Very High,J18.0,True,False,Pediatrician,Urgent Clinical Attention (IMNCI Protocols),"['Fast breathing (Age 2-11m: >= 50/min; Age 1-5y: >= 40/min)', 'Lower chest in-drawing', 'Stridor in calm child', 'Nasal flaring and grunting', 'Inability to drink or breastfeed']","['Oral Amoxicillin 40-45 mg/kg/day (IMNCI First line)', 'Injectable Ampicillin + Gentamicin (for severe pneumonia)', 'Oxygen therapy if SpO2 < 90%']","['IMNCI Clinical Respiratory Rate Counting', 'Pulse Oximetry', 'Chest X-Ray']","Continue frequent breastfeeding, warm fluids, small frequent nutritious meals."
PED007,Severe Acute Malnutrition (SAM),अति कुपोषण (Severe Acute Malnutrition - SAM),ગંભીર કુપોષણ (Severe Acute Malnutrition),Child & Neonatal Health,,Very High,E43,False,False,Pediatrician / NRC Nutritionist,Urgent Nutrition Rehabilitation Center (NRC) Care,"['Weight-for-height < -3 Z-scores (WHO growth charts)', 'Mid-Upper Arm Circumference (MUAC < 11.5 cm)', 'Bilateral pitting edema of feet (Kwashiorkor)', 'Severe visible muscle wasting (Marasmus)', 'Appetite loss and apathy']","['F-75 and F-100 Therapeutic Milk Formulas', 'Ready-to-Use Therapeutic Food (RUTF)', 'Broad-spectrum Amoxicillin', 'Vitamin A megadose + Folic Acid + Zinc']","['Appetite Test with RUTF', 'MUAC Measurement', 'Blood Glucose (to prevent hypoglycemia)', 'Urine Routine & Electrolytes']",Structured phased nutritional rehabilitation: Stabilization phase (F-75) followed by Catch-up growth phase (F-100 / RUTF).
ZOO001,Rabies Post-Exposure / Encephalitis,रेबीज / हाइड्रोफोबिया (Rabies),હડકવા (Rabies),Zoonotic & Emergency,,Very High,A82.9,True,False,Infectious Disease / Anti-Rabies Clinic,Critical / Emergency Immediate Post-Exposure Prophylaxis,"['History of animal bite/scratch (Dog, cat, monkey)', 'Fear of water (Hydrophobia) and drafts of air (Aerophobia)', 'Agitation, confusion, and hyper-salivation', 'Fever and tingling at bite wound site', 'Paralysis and convulsions']","['Immediate wound washing with soap and running water for 15 mins', 'Anti-Rabies Vaccine (ARV) Day 0, 3, 7, 14, 28', 'Rabies Immunoglobulin (RIG) directly into wound']","['Clinical History of Exposure', 'Skin Biopsy nuchal / Saliva RT-PCR']",Preventive post-exposure prophylaxis is 100% lifesaving; symptomatic rabies has >99.9% fatality.
ZOO002,Snakebite Envenoming,सर्पदंश / सांप का काटना (Snakebite Envenoming),સાપ કરડવો (Snakebite),Zoonotic & Emergency,,Very High,T63.0,False,False,Emergency Medical Team,Critical / Emergency Immediate Hospitalization,"['Fang puncture marks with severe pain/swelling', 'Bleeding from bite wound and gums', 'Drooping eyelids (Ptosis), difficulty speaking/swallowing', 'Paralysis and respiratory arrest (Neurotoxic)', ""Dark reddish urine and kidney shutdown (Hemotoxic/Russell's viper)""]","['Polyvalent Anti-Snake Venom (ASV) IV (10 vials initial dose)', 'Neostigmine + Atropine (for neurotoxic bite)', 'Tetanus Toxoid Booster', 'IV Fluids']","['20-Minute Whole Blood Clotting Test (20WBCT - bedside)', 'Serum Creatinine / Electrolytes', 'Prothrombin Time / INR', 'Urine Routine (Hematuria)']",Strict NPO (Nil by mouth) during acute emergency management until airway and breathing secured.
ZOO003,Nipah Virus Disease (NiV),निपाह वायरस रोग (Nipah Virus),નિપાહ વાયરસ રોગ (Nipah Virus),Zoonotic & Emergency,,Very High,B27.8,True,True,High Containment Infectious Disease Team,Critical / Emergency Immediate Isolation & Strict Barrier Nursing,"['High fever, headache, myalgia and sore throat', 'Dizziness, drowsiness, altered consciousness', 'Acute respiratory distress / severe atypical pneumonia', 'Rapid progression to acute encephalitis, seizures and coma (within 24-48 hours)']","['Strict Intensive ICU Supportive Care', 'Monoclonal Antibody m102.4 (Compassionate use)', 'Ribavirin (Adjunct)']","['Real-Time RT-PCR (Throat swab, CSF, Urine)', 'IgM & IgG ELISA Serology', 'High-Containment BSL-4 Laboratory Confirmation (NIV Pune)']","Strict negative pressure isolation, dedicated barrier nursing, avoid raw date palm sap and bat-bitten fruits."
ZOO007,Kyasanur Forest Disease (KFD / Monkey Fever),क्यासानूर फॉरेस्ट डिजीज / मंकी फीवर (KFD),મંકી ફીવર (KFD),Zoonotic & Emergency,,High,A98.2,True,True,Infectious Disease Physician,Urgent Clinical Attention,"['Sudden onset high fever with severe headache and frontal pain', 'Severe muscle stiffness and body pain', 'Gastrointestinal bleeding and epistaxis (nosebleeds)', 'Tremors, neck stiffness, and mental confusion in second phase']","['Supportive maintenance of hydration and blood pressure', 'Blood and platelet transfusions if severe bleeding', 'KFD Vaccine (in endemic forest districts)']","['Nested RT-PCR for KFD Virus', 'IgM ELISA Serology (NIV Pune / VRDL)']","Nutritious easily digestible diet, plenty of oral fluids and electrolytes."
ZOO008,Leptospirosis (Weil's Disease),लेप्टोस्पायरोसिस (Leptospirosis),લેપ્ટોસ્પાયરોસિસ (Leptospirosis),Zoonotic & Emergency,,High,A27.9,True,True,Physician,Urgent Clinical Attention,"['History of wading in floodwater or contact with animal urine', 'High fever with intense calf muscle tenderness', 'Conjunctival suffusion (Red eyes without discharge)', ""Jaundice and acute kidney injury (Weil's disease)"", 'Pulmonary hemorrhage with coughing up blood']","['Doxycycline 100mg twice daily (Oral)', 'Crystalline Penicillin G IV (for severe cases)', 'Ceftriaxone 1g IV']","['Leptospira IgM ELISA', 'Microscopic Agglutination Test (MAT - Gold Standard)', 'Renal & Liver Function Tests']","Adequate fluids, kidney protective care, avoid wading in stagnated urban floodwater."
INJ001,Traumatic Brain Injury & Head Trauma (TBI),सिर की गंभीर चोट / दर्दनाक मस्तिष्क की चोट (TBI),માથાની ગંભીર ઇજા / ટ્રોમેટિક બ્રેઈન ઇન્જરી (TBI),Injuries & Emergency,,Very High,S06.9,False,False,Neurosurgeon / Trauma Team,Critical / Emergency Immediate Trauma Resuscitation,"['History of road traffic accident (RTA) or fall', 'Loss of consciousness', 'Repeated vomiting and severe headache', 'Unequal pupil size (Anisocoria)', 'Clear fluid leaking from nose/ears (CSF Rhinorrhea/Otorrhea)', 'Glasgow Coma Scale (GCS) drop']","['Mannitol 20% / 3% Hypertonic Saline', 'Levetiracetam 1g IV', 'Tranexamic Acid (CRASH-3 protocol)', 'Emergency Craniotomy / Hematoma Evacuation']","['Emergency Non-Contrast Brain CT Scan (NCCT)', 'C-Spine X-Ray / CT', 'GCS Score Monitoring']",Strict trauma airway protection; post-stabilization enteral neuro-rehabilitation nutrition.
INJ003,Severe Thermal Burns,गंभीर जलन / बर्न इंजरी (Severe Burns),દાઝી જવું / બર્ન્સ (Severe Burns),Injuries & Emergency,,High,T30.0,False,False,Burns & Plastic Surgeon,Critical / Emergency Specialized Burns Center Care,"['Blistering, charred or white skin', 'Severe burning pain or numbness (in 3rd degree burns)', 'Rapid loss of body fluids and hypovolemic shock', 'Smoke inhalation injury with soot in airway']","['Aggressive Parkland Fluid Resuscitation (4ml x kg x %TBSA Ringer Lactate in 24h)', 'Silver Sulfadiazine / Collagen Dressing', 'IV Tramadol / Fentanyl for analgesia', 'Tetanus Toxoid']","['Total Body Surface Area (% TBSA - Rule of Nines)', 'Serum Electrolytes, Renal Function', 'Arterial Blood Gas & Carboxyhemoglobin']","Hyper-metabolic nutritional support: high calorie, very high protein, zinc, vitamin C."
INJ006,Acute Poisoning & Chemical Ingestion,विषाक्तता / जहर का सेवन (Acute Poisoning),ઝેર ખાવું / પોઈઝનિંગ (Acute Poisoning),Injuries & Emergency,,High,T65.9,False,False,Emergency Toxicologist / Intensivist,Critical / Emergency Immediate Medical Toxicology Care,"['History of pesticide, organophosphate, rodenticide, or drug overdose', 'Constricted pinpoint pupils or widely dilated pupils', 'Excessive salivation, sweating, and wheezing (SLUDGE syndrome in OP poisoning)', 'Vomiting, abdominal cramps, seizures and unconsciousness']","['Atropine IV (titrated until full atropinization for OP poisoning)', 'Pralidoxime (2-PAM)', 'Activated Charcoal (if within 1-2 hours of non-corrosive ingestion)', 'N-Acetylcysteine (for Paracetamol poisoning)']","['Serum Cholinesterase Levels', 'Serum Electrolytes, ABG, Renal & Hepatic Function', 'Toxicology Screen & ECG']",Strict NPO during resuscitation; gastric lavage only if indicated (strictly contraindicated in acids/alkalies/hydrocarbons).
